Row ID,Order Date,Ship Date,Sales,Quantity,Discount,City,State
7248,3/3/2013,8/3/2013,302.45,5,0.5,Columbus,Ohio
7249,3/3/2013,8/3/2013,44.672,8,0.2,Columbus,Ohio
7349,3/3/2013,7/3/2013,176.772,3,0.8,Houston,Texas
8712,3/3/2013,7/3/2013,626.352,3,0.2,San Diego,California
1565,4/3/2013,4/3/2013,354.9,5,0,Columbia,South Carolina
4422,4/3/2013,9/3/2013,15.552,3,0.2,Margate,Florida
8497,5/3/2013,8/3/2013,59.52,3,0,Yonkers,New York
8498,5/3/2013,8/3/2013,479.97,3,0,Yonkers,New York
8499,5/3/2013,8/3/2013,18.62,2,0,Yonkers,New York
8500,5/3/2013,8/3/2013,49.632,6,0.2,Yonkers,New York
8501,5/3/2013,8/3/2013,97.82,2,0,Yonkers,New York
4962,7/3/2013,8/3/2013,48.712,1,0.2,Seattle,Washington
4963,7/3/2013,8/3/2013,17.94,3,0,Seattle,Washington
4964,7/3/2013,8/3/2013,242.94,3,0,Seattle,Washington
5254,7/3/2013,11/3/2013,107.648,2,0.2,Des Moines,Washington
9641,7/3/2013,12/3/2013,20.65,5,0,Seattle,Washington
9642,7/3/2013,12/3/2013,204.9,5,0,Seattle,Washington
9643,7/3/2013,12/3/2013,436.704,6,0.2,Seattle,Washington
9644,7/3/2013,12/3/2013,481.568,2,0.2,Seattle,Washington
1172,10/3/2013,14/3/2013,22.38,2,0,Royal Oak,Michigan
2101,10/3/2013,17/3/2013,636.408,3,0.2,Denver,Colorado
2102,10/3/2013,17/3/2013,83.168,4,0.2,Denver,Colorado
1542,11/3/2013,16/3/2013,8.32,5,0.2,Columbus,Ohio
1543,11/3/2013,16/3/2013,10.464,6,0.2,Columbus,Ohio
3442,11/3/2013,14/3/2013,108.92,14,0,New York City,New York
7015,11/3/2013,13/3/2013,146.76,3,0,Richmond,Kentucky
7016,11/3/2013,13/3/2013,32.96,2,0,Richmond,Kentucky
7017,11/3/2013,13/3/2013,587.97,3,0,Richmond,Kentucky
7018,11/3/2013,13/3/2013,14.94,3,0,Richmond,Kentucky
8300,11/3/2013,15/3/2013,7.98,3,0,Roseville,California
1891,14/3/2013,18/3/2013,10.56,2,0,Huntington Beach,California
1892,14/3/2013,18/3/2013,3.38,1,0,Huntington Beach,California
2841,14/3/2013,19/3/2013,1139.92,4,0,Chesapeake,Virginia
4677,14/3/2013,19/3/2013,33.088,4,0.2,Logan,Utah
4678,14/3/2013,19/3/2013,80.98,1,0,Logan,Utah
4679,14/3/2013,19/3/2013,82.8,12,0,Logan,Utah
4680,14/3/2013,19/3/2013,21.36,2,0,Logan,Utah
4681,14/3/2013,19/3/2013,62.048,2,0.2,Logan,Utah
9406,14/3/2013,17/3/2013,574.91,2,0.3,Chicago,Illinois
9407,14/3/2013,17/3/2013,8.448,2,0.2,Chicago,Illinois
9515,14/3/2013,18/3/2013,91.056,6,0.2,Jacksonville,Florida
603,15/3/2013,19/3/2013,142.776,1,0.2,Tampa,Florida
604,15/3/2013,19/3/2013,45.696,3,0.2,Tampa,Florida
605,15/3/2013,19/3/2013,7.218,3,0.7,Tampa,Florida
606,15/3/2013,19/3/2013,43.188,4,0.7,Tampa,Florida
607,15/3/2013,19/3/2013,131.904,3,0.2,Tampa,Florida
3453,16/3/2013,21/3/2013,471.92,2,0.2,Raleigh,North Carolina
1346,17/3/2013,24/3/2013,93.78,2,0,Lakeville,Minnesota
1347,17/3/2013,24/3/2013,47.18,7,0,Lakeville,Minnesota
1348,17/3/2013,24/3/2013,19.68,6,0,Lakeville,Minnesota
1349,17/3/2013,24/3/2013,53.4,10,0,Lakeville,Minnesota
1350,17/3/2013,24/3/2013,35.88,6,0,Lakeville,Minnesota
2358,17/3/2013,21/3/2013,1579.746,7,0.4,New York City,New York
2359,17/3/2013,21/3/2013,1071.576,4,0.4,New York City,New York
2360,17/3/2013,21/3/2013,613.908,3,0.4,New York City,New York
2361,17/3/2013,21/3/2013,34.86,7,0,New York City,New York
2362,17/3/2013,21/3/2013,155.04,4,0,New York City,New York
5101,17/3/2013,17/3/2013,4.448,2,0.2,Dallas,Texas
5102,17/3/2013,17/3/2013,5.184,1,0.2,Dallas,Texas
5103,17/3/2013,17/3/2013,15.552,3,0.2,Dallas,Texas
7428,17/3/2013,21/3/2013,11.43,3,0,Jackson,Mississippi
7429,17/3/2013,21/3/2013,30.44,2,0,Jackson,Mississippi
7430,17/3/2013,21/3/2013,12.96,2,0,Jackson,Mississippi
7431,17/3/2013,21/3/2013,16,4,0,Jackson,Mississippi
7432,17/3/2013,21/3/2013,32.67,3,0,Jackson,Mississippi
8011,17/3/2013,20/3/2013,126.624,6,0.2,Philadelphia,Pennsylvania
2697,18/3/2013,23/3/2013,821.3,4,0.5,Jacksonville,Florida
2698,18/3/2013,23/3/2013,22638.48,6,0.5,Jacksonville,Florida
2699,18/3/2013,23/3/2013,21.376,4,0.2,Jacksonville,Florida
2700,18/3/2013,23/3/2013,8.016,3,0.2,Jacksonville,Florida
2701,18/3/2013,23/3/2013,30.768,2,0.2,Jacksonville,Florida
2702,18/3/2013,23/3/2013,18.936,3,0.2,Jacksonville,Florida
2703,18/3/2013,23/3/2013,122.352,3,0.2,Jacksonville,Florida
6152,18/3/2013,21/3/2013,1198.33,10,0.15,San Francisco,California
7328,18/3/2013,24/3/2013,111,2,0,Burbank,California
7329,18/3/2013,24/3/2013,1279.968,4,0.2,Burbank,California
7330,18/3/2013,24/3/2013,1856.19,7,0,Burbank,California
6161,19/3/2013,21/3/2013,323.976,3,0.2,Lakeland,Florida
6162,19/3/2013,21/3/2013,11.808,4,0.2,Lakeland,Florida
6163,19/3/2013,21/3/2013,26.16,3,0.2,Lakeland,Florida
6164,19/3/2013,21/3/2013,33.57,5,0.7,Lakeland,Florida
6165,19/3/2013,21/3/2013,4.992,3,0.2,Lakeland,Florida
6166,19/3/2013,21/3/2013,20.016,3,0.2,Lakeland,Florida
6167,19/3/2013,21/3/2013,170.24,2,0.2,Lakeland,Florida
196,21/3/2013,25/3/2013,7.408,2,0.2,Hamilton,Ohio
197,21/3/2013,25/3/2013,6.048,3,0.2,Hamilton,Ohio
5461,21/3/2013,25/3/2013,16.272,1,0.2,Asheville,North Carolina
7584,21/3/2013,25/3/2013,3499.93,7,0,Springfield,Virginia
7585,21/3/2013,25/3/2013,14.4,5,0,Springfield,Virginia
7586,21/3/2013,25/3/2013,122.97,3,0,Springfield,Virginia
7587,21/3/2013,25/3/2013,9.32,4,0,Springfield,Virginia
7588,21/3/2013,25/3/2013,122.94,3,0,Springfield,Virginia
8344,21/3/2013,25/3/2013,59.2,5,0.2,Knoxville,Tennessee
8345,21/3/2013,25/3/2013,32.952,3,0.2,Knoxville,Tennessee
8346,21/3/2013,25/3/2013,218.376,3,0.2,Knoxville,Tennessee
1768,22/3/2013,26/3/2013,7.644,4,0.7,Greensboro,North Carolina
1769,22/3/2013,26/3/2013,51.465,5,0.7,Greensboro,North Carolina
2871,22/3/2013,26/3/2013,74.352,3,0.2,Tucson,Arizona
2872,22/3/2013,26/3/2013,314.352,3,0.2,Tucson,Arizona
4341,22/3/2013,22/3/2013,16.28,2,0,Portage,Indiana
3555,23/3/2013,26/3/2013,330.4,2,0,Los Angeles,California
3556,23/3/2013,26/3/2013,604.752,6,0.2,Los Angeles,California
6591,23/3/2013,26/3/2013,9.912,3,0.2,Delray Beach,Florida
4480,24/3/2013,28/3/2013,24.9,5,0,New York City,New York
7802,24/3/2013,29/3/2013,40.48,2,0,Fresno,California
2433,25/3/2013,1/4/2013,366.786,7,0.1,New York City,New York
9307,25/3/2013,30/3/2013,6.56,2,0,San Francisco,California
9308,25/3/2013,30/3/2013,14.88,2,0,San Francisco,California
9309,25/3/2013,30/3/2013,45.48,4,0,San Francisco,California
9310,25/3/2013,30/3/2013,25.44,6,0,San Francisco,California
4245,26/3/2013,30/3/2013,66.3,3,0,Los Angeles,California
9052,26/3/2013,31/3/2013,3.36,2,0,San Francisco,California
9053,26/3/2013,31/3/2013,27.936,4,0.2,San Francisco,California
9054,26/3/2013,31/3/2013,28.784,2,0.2,San Francisco,California
9660,26/3/2013,30/3/2013,18.75,5,0,Pomona,California
7840,28/3/2013,2/4/2013,6.12,3,0,Des Moines,Iowa
7841,28/3/2013,2/4/2013,1184.72,4,0,Des Moines,Iowa
8464,28/3/2013,1/4/2013,302.376,3,0.2,Albuquerque,New Mexico
9900,28/3/2013,3/4/2013,330.588,1,0.4,Springfield,Ohio
7306,29/3/2013,2/4/2013,890.841,3,0.3,Plano,Texas
2897,30/3/2013,3/4/2013,49.65,5,0,Long Beach,New York
5284,30/3/2013,4/4/2013,15.84,3,0,Seattle,Washington
5285,30/3/2013,4/4/2013,44.4,3,0,Seattle,Washington
5954,30/3/2013,31/3/2013,10.5,5,0,New York City,New York
6139,30/3/2013,4/4/2013,205.666,2,0.15,San Francisco,California
7630,30/3/2013,1/4/2013,335.72,5,0.2,Brownsville,Texas
7631,30/3/2013,1/4/2013,251.944,7,0.2,Brownsville,Texas
7632,30/3/2013,1/4/2013,127.302,7,0.3,Brownsville,Texas
8431,30/3/2013,5/4/2013,129.3,2,0,Apple Valley,Minnesota
2230,31/3/2013,5/4/2013,673.568,2,0.2,San Francisco,California
2231,31/3/2013,5/4/2013,52.98,2,0,San Francisco,California
4712,31/3/2013,31/3/2013,0.852,1,0.7,Philadelphia,Pennsylvania
5049,31/3/2013,4/4/2013,8.134,7,0.8,Chicago,Illinois
5050,31/3/2013,4/4/2013,79.984,2,0.2,Chicago,Illinois
5480,31/3/2013,4/4/2013,1.869,1,0.7,Miami,Florida
9566,31/3/2013,31/3/2013,1125.488,7,0.2,Tampa,Florida
9567,31/3/2013,31/3/2013,12.645,5,0.7,Tampa,Florida
9568,31/3/2013,31/3/2013,4.032,2,0.2,Tampa,Florida
1373,1/4/2013,6/4/2013,29.6,2,0,Vallejo,California
1374,1/4/2013,6/4/2013,17.088,4,0.2,Vallejo,California
7954,1/4/2013,6/4/2013,66.96,4,0,Revere,Massachusetts
7955,1/4/2013,6/4/2013,6.24,2,0,Revere,Massachusetts
5683,2/4/2013,8/4/2013,15.84,3,0,Athens,Georgia
5684,2/4/2013,8/4/2013,1049.93,7,0,Athens,Georgia
5685,2/4/2013,8/4/2013,154.9,5,0,Athens,Georgia
8827,2/4/2013,6/4/2013,26.72,5,0.2,Houston,Texas
8828,2/4/2013,6/4/2013,33.488,7,0.2,Houston,Texas
8920,2/4/2013,8/4/2013,177.68,2,0,Virginia Beach,Virginia
9884,3/4/2013,8/4/2013,11.16,2,0,Los Angeles,California
9885,3/4/2013,8/4/2013,62.31,3,0,Los Angeles,California
9886,3/4/2013,8/4/2013,159.98,2,0,Los Angeles,California
1561,4/4/2013,9/4/2013,18.9,6,0,San Francisco,California
3955,4/4/2013,9/4/2013,5.47,1,0,Detroit,Michigan
3956,4/4/2013,9/4/2013,79.36,4,0,Detroit,Michigan
4845,4/4/2013,5/4/2013,7.184,2,0.2,Los Angeles,California
5121,4/4/2013,8/4/2013,232.55,5,0,Lafayette,Louisiana
5122,4/4/2013,8/4/2013,99.98,2,0,Lafayette,Louisiana
5123,4/4/2013,8/4/2013,19.44,3,0,Lafayette,Louisiana
5124,4/4/2013,8/4/2013,12.96,2,0,Lafayette,Louisiana
711,5/4/2013,7/4/2013,55.48,1,0,New York City,New York
3277,5/4/2013,9/4/2013,22.96,7,0,Alexandria,Virginia
3278,5/4/2013,9/4/2013,28.99,1,0,Alexandria,Virginia
3279,5/4/2013,9/4/2013,12.96,2,0,Alexandria,Virginia
3280,5/4/2013,9/4/2013,22.96,7,0,Alexandria,Virginia
3281,5/4/2013,9/4/2013,4164.05,5,0,Alexandria,Virginia
3879,5/4/2013,7/4/2013,49.632,4,0.2,Decatur,Illinois
3880,5/4/2013,7/4/2013,52.096,4,0.2,Decatur,Illinois
9507,5/4/2013,7/4/2013,26.7,2,0,Dearborn Heights,Michigan
9508,5/4/2013,7/4/2013,40.2,5,0,Dearborn Heights,Michigan
9509,5/4/2013,7/4/2013,13.89,3,0,Dearborn Heights,Michigan
9510,5/4/2013,7/4/2013,689.82,6,0,Dearborn Heights,Michigan
9912,5/4/2013,9/4/2013,115.36,7,0,Richmond,Kentucky
869,6/4/2013,10/4/2013,44.91,6,0.7,Lancaster,Pennsylvania
1405,6/4/2013,8/4/2013,10.304,1,0.2,Philadelphia,Pennsylvania
1406,6/4/2013,8/4/2013,154.764,3,0.4,Philadelphia,Pennsylvania
1407,6/4/2013,8/4/2013,116.784,2,0.2,Philadelphia,Pennsylvania
5036,6/4/2013,12/4/2013,653.55,3,0,Seattle,Washington
5037,6/4/2013,12/4/2013,33.9,2,0,Seattle,Washington
6016,6/4/2013,12/4/2013,91.96,2,0,Los Angeles,California
6017,6/4/2013,12/4/2013,33.11,7,0,Los Angeles,California
6018,6/4/2013,12/4/2013,19.44,3,0,Los Angeles,California
6019,6/4/2013,12/4/2013,55.48,1,0,Los Angeles,California
8839,6/4/2013,10/4/2013,70.95,3,0,Los Angeles,California
8840,6/4/2013,10/4/2013,65.568,2,0.2,Los Angeles,California
8841,6/4/2013,10/4/2013,299.97,3,0,Los Angeles,California
3482,7/4/2013,10/4/2013,8.96,2,0,Mobile,Alabama
4177,7/4/2013,12/4/2013,629.95,5,0,Columbia,South Carolina
4178,7/4/2013,12/4/2013,122.97,3,0,Columbia,South Carolina
6253,7/4/2013,7/4/2013,58.32,9,0,Marietta,Georgia
6254,7/4/2013,7/4/2013,200.97,3,0,Marietta,Georgia
3836,8/4/2013,15/4/2013,2.368,2,0.2,Glendale,Arizona
3837,8/4/2013,15/4/2013,19.008,3,0.2,Glendale,Arizona
5927,8/4/2013,12/4/2013,1215.92,8,0,Decatur,Alabama
6381,8/4/2013,13/4/2013,49.792,8,0.2,Chandler,Arizona
7047,8/4/2013,12/4/2013,99.592,1,0.2,Concord,California
7048,8/4/2013,12/4/2013,399.96,4,0,Concord,California
7410,8/4/2013,12/4/2013,172.11,1,0.4,Toledo,Ohio
3774,11/4/2013,13/4/2013,6.912,3,0.2,Miami,Florida
3775,11/4/2013,13/4/2013,383.976,3,0.2,Miami,Florida
3776,11/4/2013,13/4/2013,10.368,2,0.2,Miami,Florida
3777,11/4/2013,13/4/2013,335.944,7,0.2,Miami,Florida
4578,11/4/2013,16/4/2013,9.584,1,0.2,Lewiston,Idaho
4862,11/4/2013,16/4/2013,758.352,6,0.2,Austin,Texas
8358,11/4/2013,18/4/2013,87.08,7,0,Great Falls,Montana
8359,11/4/2013,18/4/2013,105.584,2,0.2,Great Falls,Montana
8360,11/4/2013,18/4/2013,217.44,6,0,Great Falls,Montana
2794,12/4/2013,17/4/2013,1075.088,14,0.2,Redondo Beach,California
2795,12/4/2013,17/4/2013,438.368,4,0.2,Redondo Beach,California
2796,12/4/2013,17/4/2013,18.088,7,0.2,Redondo Beach,California
2797,12/4/2013,17/4/2013,308.499,3,0.15,Redondo Beach,California
9098,12/4/2013,17/4/2013,32.4,5,0,Bloomington,Indiana
9850,12/4/2013,18/4/2013,39.68,2,0,Lodi,California
341,13/4/2013,17/4/2013,17.856,4,0.2,Philadelphia,Pennsylvania
342,13/4/2013,17/4/2013,509.97,10,0.7,Philadelphia,Pennsylvania
343,13/4/2013,17/4/2013,30.992,13,0.2,Philadelphia,Pennsylvania
344,13/4/2013,17/4/2013,71.928,12,0.4,Philadelphia,Pennsylvania
6708,13/4/2013,18/4/2013,7.83,3,0,Baltimore,Maryland
7657,15/4/2013,15/4/2013,106.96,2,0,Los Angeles,California
7658,15/4/2013,15/4/2013,187.76,4,0,Los Angeles,California
404,16/4/2013,20/4/2013,39.072,6,0.2,Wilmington,North Carolina
3533,18/4/2013,23/4/2013,287.968,4,0.2,Los Angeles,California
3534,18/4/2013,23/4/2013,13.12,4,0,Los Angeles,California
3535,18/4/2013,23/4/2013,10.75,5,0,Los Angeles,California
3536,18/4/2013,23/4/2013,11.62,2,0,Los Angeles,California
6569,18/4/2013,22/4/2013,2.688,2,0.2,Houston,Texas
6570,18/4/2013,22/4/2013,317.058,3,0.3,Houston,Texas
6571,18/4/2013,22/4/2013,149.352,3,0.2,Houston,Texas
6572,18/4/2013,22/4/2013,227.976,3,0.2,Houston,Texas
4570,19/4/2013,21/4/2013,76.14,3,0,San Jose,California
7843,19/4/2013,23/4/2013,58.05,3,0,Arlington,Virginia
7844,19/4/2013,23/4/2013,71.28,11,0,Arlington,Virginia
5076,20/4/2013,22/4/2013,744.1,5,0.3,Houston,Texas
5077,20/4/2013,22/4/2013,44.84,5,0.2,Houston,Texas
5078,20/4/2013,22/4/2013,401.59,2,0.3,Houston,Texas
6850,20/4/2013,25/4/2013,59.92,4,0,Los Angeles,California
1173,21/4/2013,25/4/2013,16.52,5,0.2,Los Angeles,California
9075,21/4/2013,26/4/2013,828.84,6,0,Henderson,Kentucky
7164,22/4/2013,24/4/2013,247.84,8,0,Troy,New York
7165,22/4/2013,24/4/2013,9.912,3,0.2,Troy,New York
1449,23/4/2013,24/4/2013,2.502,3,0.7,Philadelphia,Pennsylvania
3406,23/4/2013,27/4/2013,281.372,2,0.3,Columbus,Ohio
3407,23/4/2013,27/4/2013,281.372,2,0.3,Columbus,Ohio
3408,23/4/2013,27/4/2013,7.488,8,0.7,Columbus,Ohio
3409,23/4/2013,27/4/2013,22.336,4,0.2,Columbus,Ohio
